"","unit","COMID","length.km","width.km","area.kmsq","area.acre","unit.area.acre","proportion.area"
"245","20",12952682,2.856,0.00194033719302027,0.00554160302326589,1.36935992900372,496.8241312955,0.00275622668615758
"246","20",12952684,2.127,0.00171023296780663,0.0036376655225247,0.898886726593422,496.8241312955,0.00180926543211482
"247","20",12952686,1.848,0.00391313743287386,0.00723147797595089,1.78693712381875,496.8241312955,0.00359671966649285
"248","20",12952866,0.787,0.0316057709649851,0.0248737417494433,6.14643544351194,496.8241312955,0.0123714510957524
"249","20",12952626,1.705,0.00702082312766989,0.0119705034326772,2.9579758170857,496.8241312955,0.00595376840769106
"250","20",12951186,2.312,0.00153184259712659,0.00354162008455668,0.875153382006152,496.8241312955,0.00176149531973042
"251","20",12952630,0.557,0.00237018257763594,0.00132019169574322,0.326226472586412,496.8241312955,0.000656623646149708
"252","20",12952696,0.361,0.00343157339907234,0.00123879799706511,0.306113651625536,496.8241312955,0.000616140868253169
"253","20",12952606,0.709,0.00661959876840002,0.00469329552679561,1.15973858148697,496.8241312955,0.00233430404932804
"254","20",12951224,2.132,0.00188463210271465,0.00401803564298763,0.992878230309126,496.8241312955,0.00199845009082014
"255","20",12952640,1.563,0.0016115420289399,0.00251884019123306,0.622418966309474,496.8241312955,0.00125279535977143
"256","20",12951228,5.577,0.00652047433967732,0.0363646853923804,8.98590945581762,496.8241312955,0.0180867008862599
"257","20",12952616,2.122,0.00214154891391692,0.0045443667953317,1.12293749048716,496.8241312955,0.00226023137716566
"258","20",12952618,1.626,0.00171719490992589,0.0027921589235395,0.689957495918177,496.8241312955,0.00138873587746044
"259","20",12952620,0.552,0.00197705476796887,0.00109133423191882,0.269674561686475,496.8241312955,0.000542796826279919
"260","20",12952622,2.853,0.00281429280383844,0.00802917736935107,1.98405293672103,496.8241312955,0.00399347135483836
"261","20",12952624,1.084,0.00329955779049614,0.00357672064489782,0.883826919358961,496.8241312955,0.00177895328283336
"262","20",12951156,0.441,0.00294863141874612,0.00130034645566704,0.32132260696708,496.8241312955,0.00064675322055958
"263","20",12952628,1.527,0.00223878173895171,0.00341861971537926,0.844759328859965,496.8241312955,0.00170031863520237
"264","20",12952928,1.728,0.00134418762300013,0.00232275621254422,0.573965559955969,496.8241312955,0.00115526908578156
"265","20",12952632,0.126,0.00716721912119178,0.000903069609270164,0.223153360290108,496.8241312955,0.000449159664825905
"266","20",12952810,0.783,0.0316411761668759,0.0247750409386638,6.12204594201317,496.8241312955,0.012322360280789
"267","20",12952846,0.667,0.0320258623758817,0.0213612502047131,5.27847988045119,496.8241312955,0.0106244434357229
"268","20",12952848,0.531,0.0319929811195507,0.0169882729744814,4.19789367382757,496.8241312955,0.00844945607388534
"269","20",12952676,1.967,0.00157248217163047,0.00309307243159713,0.764314843115383,496.8241312955,0.00153840120672558
"270","20",12951198,5.17,0.00727474637511322,0.0376104387593353,9.29374181677302,496.8241312955,0.0187063011463212
"271","20",12952646,1.468,0.00125287601693643,0.00183922199286268,0.454481652149132,496.8241312955,0.000914773706671702
"272","20",12951450,5.378,0.00640257816915022,0.0344330653936899,8.50859575919159,496.8241312955,0.0171259711902578
"273","20",12952740,2.741,0.00255941297782458,0.00701535097221717,1.73353097811577,496.8241312955,0.00348922459461759
"274","20",12951154,3.146,0.00591956616999498,0.0186229551708042,4.60183244152749,496.8241312955,0.00926249783706748
"275","20",12951182,1.809,0.00146306921009539,0.00264669220106256,0.654011885969736,496.8241312955,0.00131638510445207
"276","20",12952952,0.945,0.00143132869655468,0.00135260561824417,0.334236127270857,496.8241312955,0.00067274535638862
"277","20",12951536,1.39,0.0329877172870929,0.0458529270290591,11.3305050249018,496.8241312955,0.0228058669279142
"278","20",12951464,2.88,0.00479372011393211,0.0138059139281245,3.41151562771205,496.8241312955,0.00686664639017495
"279","20",12952754,2.082,0.00158041527728916,0.00329042460731603,0.813081627779776,496.8241312955,0.00163655824377857
"280","20",12952698,5.381,0.00254259773989577,0.0136817184383791,3.38082625384203,496.8241312955,0.00680487528861836
"281","20",12952604,0.809,0.00300729825270342,0.00243290428643707,0.601183741773133,496.8241312955,0.0012100534251537
"282","20",12952814,0.442,0.0322716182096607,0.01426405524867,3.52472481349133,496.8241312955,0.00709451210491808
"283","20",12952904,2.514,0.00170322641304153,0.00428191120238641,1.05808330107422,496.8241312955,0.00212969385829791
"284","20",12951476,2.563,0.00272728022231849,0.00699001920980229,1.72727136330101,496.8241312955,0.00347662533781731
"285","20",12952680,0.421,0.00191719072348925,0.000807137294588974,0.199447969075784,496.8241312955,0.000401445816562314
"286","20",12952944,2.398,0.00225019440571663,0.00539596618490848,1.33337228250573,496.8241312955,0.00268379130262631
"287","20",12952862,0.754,0.0315975299974291,0.0238245376180615,5.88717145638993,496.8241312955,0.0118496085144632
"288","20",12951524,4.901,0.0324973848797262,0.159269683295538,39.3563958468986,496.8241312955,0.0792159506106805
"289","20",12951528,3.186,0.0328227615066454,0.104573318160172,25.8406296752566,496.8241312955,0.0520116235253621
"290","20",12952892,3.311,0.00318529263740024,0.0105465039224322,2.60609787489756,496.8241312955,0.00524551387651401
"291","20",12951538,0.624,0.0330026803654401,0.0205936725480346,5.08880731079199,496.8241312955,0.0102426733933447
"292","20",12952598,0.084,0.00190545181922557,0.000160057952814948,0.0395511814871913,496.8241312955,7.96080121632963e-05
"293","20",12952900,3.115,0.0030989841361823,0.00965333558420787,2.38539117196625,496.8241312955,0.00480127880613647
"294","20",12951202,3.012,0.00266036697407275,0.00801302532590712,1.98006167986434,496.8241312955,0.00398543781418427
"295","20",12951468,3.199,0.00359137469174926,0.0114888076389059,2.83894619421472,496.8241312955,0.00571418740634034
"296","20",12952674,2.122,0.00179103076805443,0.0038005672898115,0.939140629940502,496.8241312955,0.00189028787207182
"297","20",12951200,0.908,0.00695865199960505,0.00631845601564139,1.56132448402857,496.8241312955,0.00314261000156599
"298","20",12952744,1.098,0.00255941297782458,0.00281023544965139,0.694424302798658,496.8241312955,0.00139772659791686
"299","20",12951204,0.614,0.00685438606588269,0.00420859304445197,1.03996598968936,496.8241312955,0.00209322761150427
"300","20",12951522,0.41,0.0327477117516074,0.013426561818159,3.31777567986867,496.8241312955,0.00667796805927554
"301","20",12952916,1.671,0.00134926221807811,0.00225461716640852,0.557128034967797,496.8241312955,0.00112137877344052
"302","20",12952930,2.02,0.00268468764927836,0.00542306905154229,1.34006954670414,496.8241312955,0.00269727145340107
"303","20",12952832,0.53,0.0320292190102768,0.0169754860754467,4.19473396226381,496.8241312955,0.0084430962548574
"304","20",12952926,2.569,0.00160384876271065,0.00412028747140366,1.01814520737558,496.8241312955,0.00204930707516301
"305","20",12952808,1.089,0.00791676708708891,0.00862135935783982,2.13038429288453,496.8241312955,0.00428800486669079
"306","20",12952726,2.87,0.0019083971398272,0.00547709979130406,1.35342083326392,496.8241312955,0.00272414471844351
"307","20",12951506,2.875,0.0323009564204078,0.0928652497086724,22.9475029543051,496.8241312955,0.0461883823848653
"308","20",12952738,0.437,0.00211174796590462,0.000922833861100319,0.228037213278011,496.8241312955,0.000458989809298092
"309","20",12952638,0.729,0.00734102062915987,0.00535160403865755,1.3224101574337,496.8241312955,0.00266172690522385
"310","20",12952798,0.154,0.0314228410076667,0.00483911751518067,1.19577197955316,496.8241312955,0.00240683152091488
